Generation,Best Fitness,Avg Fitness
1,3337,132.32766666666666
2,6430,162.75766666666667
3,3251,166.78233333333333
4,6402,173.834
5,5267,187.468
6,7347,198.79166666666666
7,7261,203.13933333333333
8,8377,189.74533333333332
9,10605,190.365
10,25623,226.78866666666667
11,6631,198.34766666666667
12,56883,213.83033333333333
13,11689,209.59166666666667
14,18871,205.58133333333333
15,8662,195.923
16,8360,218.15266666666668
17,49114,240.167
18,19949,219.46566666666666
19,13515,213.15766666666667
20,16805,229.868
21,12584,213.097
22,6272,216.29166666666666
23,13766,217.99766666666667
24,13968,221.703
25,10491,215.57233333333335
26,9621,231.40933333333334
27,8473,206.2
28,24068,211.62766666666667
29,6218,205.49366666666666
30,7318,221.39433333333332
31,9377,212.746
32,8519,220.84833333333333
33,14610,219.07933333333332
34,17982,223.233
35,11718,231.30433333333335
36,16678,211.75633333333334
37,9618,221.95233333333334
38,17848,238.848
39,11409,228.76066666666668
40,32470,227.94166666666666
41,11472,227.33866666666665
42,32641,233.09133333333332
43,14546,224.73433333333332
44,11546,232.27566666666667
45,18846,236.958
46,6183,222.73933333333332
47,6158,225.105
48,11802,238.12066666666666
49,13285,225.39433333333332
50,11528,235.614
