Generation,Best Fitness,Avg Fitness
1,3034,131.054
2,3194,165.3165
3,3393,201.471
4,7298,197.9435
5,7203,207.0145
6,6156,207.488
7,9879,221.614
8,9341,227.478
9,6644,212.733
10,15718,230.35
11,11327,229.359
12,13628,231.2515
13,16866,214.494
14,4289,208.6455
15,4170,194.276
16,22219,207.7385
17,6172,228.494
18,7453,207.916
19,8287,221.811
20,15681,220.637
21,8461,229.8555
22,13701,233.982
23,15514,234.7585
24,6687,226.206
25,18982,238.857
26,7330,224.7875
27,13751,233.9045
28,9552,224.257
29,12637,226.8805
30,15567,204.8045
31,8592,198.6655
32,5118,197.687
33,6186,218.022
34,4334,210.4385
35,5223,209.4015
36,4332,202.9215
37,17343,214.293
38,9726,221.0995
39,5474,222.513
40,5415,208.735
41,7328,198.34
42,28981,243.4145
43,11970,261.228
44,10795,241.079
45,14085,236.6085
46,16288,229.228
47,14507,242.064
48,10850,254.569
49,14854,255.3335
50,37802,236.348
