Generation,Best Fitness,Avg Fitness
1,2100,155.722
2,1265,118.534
3,2052,134.094
4,9238,228.036
5,4110,327.104
6,3088,215.924
7,4185,252.914
8,4092,215.652
9,5221,234.722
10,3034,193.986
11,4154,225.044
12,4247,231.272
13,5243,152.386
14,4258,210.954
15,2113,215.254
16,4180,201.574
17,4215,228.87
18,2098,156.262
19,13671,307.542
20,15718,249.766
21,18810,201.188
22,10406,198.954
23,9457,193.362
24,10503,199.636
25,10489,192.214
26,10427,205.366
27,13623,192.272
28,7299,209.872
29,11255,206.684
30,8344,184.714
31,6251,193.74
32,16973,232.772
33,12589,200.484
34,10638,258.7
35,4253,266.166
36,6240,269.428
37,6477,187.428
38,5295,196.236
39,8316,204.04
40,6473,167.436
41,3168,156.712
42,4186,169.53
43,9217,208.588
44,4169,300.114
45,5207,309.482
46,4091,278.534
47,6201,271.858
48,5358,222.036
49,4117,165.022
50,8486,132.19
