Generation,Best Fitness,Avg Fitness
1,4088,133.66833333333332
2,11439,173.855
3,5207,178.848
4,7474,191.64266666666666
5,12533,222.53366666666668
6,8381,227.51033333333334
7,8272,220.19466666666668
8,8455,215.234
9,8274,240.60633333333334
10,11512,253.31566666666666
11,9396,247.32266666666666
12,7237,271.13233333333335
13,11325,268.86066666666665
14,7419,246.19966666666667
15,13432,276.52666666666664
16,18574,277.0203333333333
17,10488,267.068
18,7394,263.715
19,19962,293.30833333333334
20,16761,279.68833333333333
21,9324,280.23066666666665
22,10449,294.05833333333334
23,12437,294.555
24,13642,306.336
25,19848,309.105
26,19072,310.92333333333335
27,13701,335.376
28,8359,324.33166666666665
29,10316,324.408
30,14471,322.521
31,10300,327.757
32,23038,345.2753333333333
33,11504,356.47933333333333
34,11484,361.52933333333334
35,12498,353.62166666666667
36,15876,388.33133333333336
37,15486,399.793
38,14659,389.98533333333336
39,19931,396.33033333333333
40,15750,419.387
41,19798,425.1426666666667
42,12508,389.31766666666664
43,30398,373.35433333333333
44,27250,409.7506666666667
45,18975,400.5176666666667
46,24122,377.638
47,19704,391.0396666666667
48,39756,409.30133333333333
49,14674,414.31233333333336
50,13660,391.83866666666665
