Generation,Best Fitness,Avg Fitness
1,2272,126.0035
2,3160,158.545
3,4133,154.152
4,8368,266.706
5,7256,294.0775
6,9931,285.064
7,7536,344.8095
8,13835,364.239
9,9438,384.853
10,17707,460.655
11,10704,500.029
12,25509,398.7295
13,25216,597.3225
14,21058,669.036
15,18713,597.5685
16,21069,623.0105
17,20791,605.338
18,17850,554.3425
19,40791,664.025
20,23032,688.8555
21,39883,771.432
22,36624,805.6955
23,33256,932.914
24,33685,818.219
25,39621,992.7295
26,48455,1201.7395
27,40069,1062.3455
28,42951,1485.9935
29,34238,1351.666
30,48059,1398.1085
31,43884,1658.5445
32,53532,1733.486
33,43371,1465.1475
34,42961,1489.0595
35,51314,1875.0725
36,53130,1672.5145
37,67023,1720.983
38,45347,2017.1935
39,42200,1717.217
40,39143,1505.1935
41,47114,1685.3875
42,47989,1511.3765
43,39680,1350.2175
44,48428,1521.0105
45,50553,1114.824
46,53500,1224.4625
47,32594,1384.297
48,40784,1331.185
49,36898,1639.8065
50,49228,1412.547
