Generation,Best Fitness,Avg Fitness
1,3226,133.4865
2,13623,327.255
3,11730,459.3925
4,17764,513.4705
5,12606,504.5405
6,12679,595.703
7,26110,638.807
8,18876,718.17
9,22662,673.1815
10,14491,627.6395
11,28536,819.905
12,22084,751.318
13,27446,616.062
14,29252,741.025
15,13560,656.34
16,20825,663.569
17,37701,826.028
18,25150,764.37
19,35494,859.7635
20,28409,786.0835
21,31781,831.2765
22,43325,910.428
23,27159,893.542
24,28203,911.3315
25,32624,1114.8325
26,44255,898.2025
27,31318,597.1575
28,46799,821.75
29,31190,958.7615
30,42962,926.9145
31,31282,922.4205
32,43961,1115.445
33,36974,777.3485
34,31066,809.275
35,31300,707.389
36,30242,622.7905
37,37564,873.767
38,33568,720.5015
39,30515,643.6855
40,41568,675.6695
41,36096,805.093
42,42261,588.6885
43,40625,947.812
44,42859,861.496
45,56067,793.228
46,32461,868.1685
47,29398,932.712
48,36608,849.7965
49,27460,1039.6755
50,45062,1253.4975
