Generation,Best Fitness,Avg Fitness
1,5152,145.839
2,4119,161.178
3,4275,198.372
4,6280,206.4285
5,12530,227.5455
6,8658,223.363
7,11815,234.219
8,10628,242.5605
9,16711,240.4155
10,10648,250.898
11,14408,255.2485
12,18860,291.1085
13,20957,296.545
14,19652,317.608
15,19818,316.365
16,17901,322.5795
17,37772,372.6795
18,24065,359.92
19,11687,350.461
20,10389,398.657
21,11479,409.044
22,24873,415.61
23,16682,426.4655
24,12652,447.5385
25,20791,473.828
26,21951,484.129
27,18782,508.3315
28,17644,487.067
29,18626,465.7055
30,24088,517.262
31,16007,534.4195
32,17788,545.6535
33,25025,524.8005
34,20888,511.1995
35,14736,518.6865
36,16671,514.6285
37,21839,530.686
38,19733,541.9715
39,18859,550.5435
40,40789,555.6405
41,15533,522.2155
42,25146,540.1925
43,24994,578.0705
44,40348,592.7895
45,28178,558.5005
46,23974,514.279
47,24379,555.412
48,18668,526.725
49,27369,491.0925
50,26175,494.324
51,21109,480.604
52,19916,479.1785
53,26231,492.485
54,19972,482.4955
55,18869,479.0975
56,33321,522.303
57,27446,548.62
58,23927,555.342
59,16761,543.371
60,21880,559.6315
61,27107,532.013
62,20039,533.891
63,34830,578.0615
64,19905,542.719
65,31733,539.7245
66,31987,594.843
67,23204,593.4515
68,30152,611.397
69,46086,611.138
70,28354,581.667
71,23009,572.5775
72,23280,559.051
73,24261,570.869
74,28199,601.295
75,42885,561.401
76,30352,535.6875
77,38714,589.5865
78,25096,584.2055
79,22031,596.319
80,30602,620.7865
81,26197,662.7575
82,25385,676.4085
83,32712,699.638
84,35411,715.048
85,39542,683.08
86,41074,740.157
87,41622,763.508
88,32484,780.0575
89,20916,758.5115
90,38916,849.956
91,51545,857.685
92,33336,888.4915
93,45849,899.872
94,35445,901.516
95,46112,985.721
96,51557,914.464
97,45476,948.4225
98,34645,1006.116
99,40056,1010.7775
100,33629,967.2875
