Generation,Food
1,5
2,3
3,5
4,5
5,4
6,6
7,6
8,13
9,5
10,9
11,17
12,7
13,6
14,11
15,9
16,6
17,11
18,11
19,12
20,10
21,11
22,8
23,9
24,28
25,21
26,13
27,27
28,18
29,12
30,8
31,20
32,21
33,12
34,22
35,23
36,13
37,15
38,18
39,20
40,14
41,20
42,23
43,15
44,17
45,25
46,14
47,18
48,13
49,16
50,23
51,18
52,21
53,25
54,19
55,18
56,36
57,36
58,26
59,27
60,24
61,25
62,23
63,29
64,29
65,55
66,23
67,37
68,19
69,36
70,32
71,29
72,17
73,29
74,17
75,28
76,25
77,31
78,23
79,28
80,25
81,31
82,31
83,29
84,31
85,22
86,27
87,32
88,29
89,31
90,26
91,29
92,34
93,39
94,38
95,44
96,29
97,31
98,27
99,32
100,28
