Generation,Best Fitness,Avg Fitness
1,3066,141.4855
2,8505,184.655
3,5263,169.4565
4,6119,191.5235
5,11438,195.837
6,5153,180.379
7,6331,180.0395
8,9263,182.1515
9,10379,206.9285
10,13528,230.592
11,39625,230.483
12,5276,199.9895
13,10352,200.531
14,11575,197.9515
15,5449,196.482
16,12550,199.202
17,11496,223.1235
18,8388,208.8955
19,8136,208.46
20,4159,196.339
21,7199,195.059
22,6281,203.322
23,7439,207.192
24,8270,212.535
25,10351,208.7615
26,22027,203.7005
27,12525,193.5795
28,5249,188.198
29,30024,202.8525
30,6239,195.308
31,23952,202.927
32,5282,198.251
33,5230,211.4475
34,7305,206.894
35,5100,202.1535
36,9401,217.169
37,7362,205.901
38,9655,207.557
39,6632,215.1345
40,7237,232.555
41,8313,218.2005
42,6229,224.6795
43,7362,203.4865
44,7505,216.0115
45,5162,226.2445
46,5404,209.984
47,6325,201.886
48,5088,211.1315
49,9300,195.853
50,10756,235.8575
