Generation,Best Fitness,Avg Fitness
1,4190,136.50933333333333
2,5254,160.94966666666667
3,6207,177.296
4,7267,196.27266666666668
5,5273,206.27833333333334
6,7532,215.348
7,9407,193.851
8,8413,217.64566666666667
9,9496,229.969
10,14597,235.189
11,12477,232.36633333333333
12,12725,249.30666666666667
13,11573,250.48966666666666
14,12350,247.69066666666666
15,7285,242.67633333333333
16,10509,247.48833333333334
17,14699,248.11266666666666
18,24068,256.266
19,22896,280.912
20,8601,250.68166666666667
21,11494,263.292
22,8259,257.17333333333335
23,11444,271.22433333333333
24,9373,266.74033333333335
25,15743,271.72
26,23979,285.828
27,22268,272.173
28,18931,286.356
29,25086,299.323
30,11623,275.056
31,31453,320.1213333333333
32,17660,323.882
33,23525,323.403
34,23195,313.9943333333333
35,22984,347.42633333333333
36,22051,329.96566666666666
37,12936,330.542
38,21174,328.1526666666667
39,18754,350.41633333333334
40,29723,326.294
41,20905,346.46366666666665
42,28422,372.9123333333333
43,32398,369.84066666666666
44,15696,373.2626666666667
45,33280,400.53866666666664
46,15787,405.4936666666667
47,29216,485.98966666666666
48,28395,470.6136666666667
49,24017,453.52233333333334
50,43202,524.8136666666667
