Generation,Best Fitness,Avg Fitness
1,3368,145.25466666666668
2,4261,159.711
3,11993,178.51266666666666
4,7389,194.60566666666668
5,8233,193.55366666666666
6,7451,184.436
7,6338,186.336
8,8370,200.756
9,7404,194.888
10,9409,184.20033333333333
11,5301,181.50633333333334
12,8369,189.867
13,11708,196.25233333333333
14,6327,189.359
15,5224,187.65333333333334
16,10370,195.747
17,13341,202.74633333333333
18,6303,199.91666666666666
19,13647,202.95133333333334
20,5266,199.882
21,6225,219.33833333333334
22,6175,186.514
23,5310,195.99333333333334
24,8373,201.61933333333334
25,10483,200.98766666666666
26,5327,185.12933333333334
27,11483,199.184
28,5169,186.805
29,7316,197.593
30,6151,199.80933333333334
31,11583,214.525
32,19802,212.06733333333332
33,14675,211.56133333333332
34,18835,194.01066666666668
35,9322,208.043
36,16505,208.225
37,5190,199.113
38,6248,205.543
39,5274,198.475
40,6256,207.81833333333333
41,5149,200.30633333333333
42,6168,210.06266666666667
43,7276,208.014
44,6357,200.846
45,6278,192.11733333333333
46,13677,217.47366666666667
47,5441,214.634
48,10564,205.12966666666668
49,4253,199.68866666666668
50,7296,203.66166666666666
