Generation,Best Fitness,Avg Fitness
1,3155,129.869
2,10682,261.1863333333333
3,16992,339.658
4,21207,344.876
5,23269,388.9456666666667
6,24050,483.688
7,25361,585.3433333333334
8,22221,671.611
9,30154,832.2236666666666
10,27376,742.6886666666667
11,35652,945.4876666666667
12,31664,933.3786666666666
13,37953,997.3046666666667
14,40747,795.21
15,46110,901.35
16,32848,900.947
17,27513,843.3593333333333
18,34688,918.3906666666667
19,32595,1025.3473333333334
20,38694,1112.7353333333333
21,37523,1146.954
22,47442,868.4883333333333
23,42084,1103.8936666666666
24,35410,1063.5816666666667
25,53258,1072.8436666666666
26,35410,977.762
27,47555,833.647
28,46489,833.1976666666667
29,46243,1090.7156666666667
30,39784,919.0206666666667
31,52012,1109.4696666666666
32,45231,1018.211
33,34894,784.878
34,42997,548.3003333333334
35,37901,1052.36
36,38927,965.5636666666667
37,48221,1107.1126666666667
38,45795,833.2083333333334
39,44890,964.3676666666667
40,40007,906.44
41,44414,992.77
42,54550,939.2653333333334
43,46057,1215.6336666666666
44,45260,1302.9113333333332
45,65032,986.795
46,38521,1346.1183333333333
47,48739,1378.926
48,42793,1282.2656666666667
49,58749,1072.2006666666666
50,52387,1229.454
