Generation,Best Fitness,Avg Fitness
1,2039,129.518
2,5278,149.95
3,3223,131.404
4,4145,121.982
5,5328,215.518
6,2129,214.01
7,3076,246.164
8,4224,293.238
9,7357,410.78
10,5175,308.868
11,5116,370.782
12,3092,283.296
13,4023,225.888
14,4210,301.522
15,7377,333.32
16,3152,224.35
17,9579,272.222
18,4171,279.486
19,6190,254.054
20,4155,293.164
21,4183,254.578
22,8197,270.838
23,2107,170.186
24,3033,131.188
25,6337,153.978
26,3033,182.704
27,3111,172.328
28,3135,193.426
29,3029,184.448
30,3075,184.166
31,2094,182.188
32,4169,188.54
33,3196,139.786
34,6181,176.152
35,2047,142.128
36,2059,227.69
37,3043,246.952
38,3072,171.958
39,3063,205.49
40,3033,160.1
41,2083,209.004
42,2111,223.896
43,3142,241.258
44,5111,278.182
45,2109,207.532
46,4108,168.058
47,4145,193.196
48,2116,185.352
49,5101,180.524
50,4211,173.352
