Generation,Best Fitness,Avg Fitness
1,4256,129.298
2,4207,203.868
3,4232,237.774
4,7274,350.856
5,3188,246.934
6,3297,202.03
7,6477,293.308
8,6171,358.978
9,9222,260.648
10,11327,476.8
11,14660,493.684
12,6333,439.29
13,26231,705.28
14,10347,587.586
15,8329,526.172
16,5228,440.036
17,8538,459.924
18,8320,482.904
19,9491,301.932
20,12523,619.016
21,14758,689.288
22,9214,488.184
23,25818,668.158
24,10408,713.024
25,8402,342.368
26,22969,850.854
27,14920,397.312
28,20811,461.296
29,13805,839.21
30,16710,866.204
31,26074,796.086
32,20633,777.736
33,23029,640.31
34,13717,765.516
35,16772,577.966
36,19756,709.686
37,18559,696.722
38,36139,934.184
39,67645,728.04
40,29386,807.07
41,22984,681.056
42,18878,507.044
43,25583,813.852
44,20978,749.256
45,25169,675.334
46,21874,725.796
47,32240,618.68
48,29294,712.292
49,27477,782.974
50,22525,729.154
