Generation,Best Fitness,Avg Fitness
1,4206,121.0615
2,4069,169.772
3,4204,178.922
4,5311,192.643
5,4111,173.9695
6,3417,197.6705
7,8296,202.371
8,14703,197.01
9,16700,182.0135
10,8304,197.94
11,12612,221.988
12,4093,184.884
13,5179,195.146
14,9555,219.243
15,5467,216.788
16,7355,232.5005
17,9325,199.7605
18,8403,206.343
19,14692,197.45
20,7412,212.0195
21,14860,201.6965
22,23408,212.1625
23,7249,219.352
24,11432,222.815
25,8515,213.4015
26,6314,215.7155
27,5130,220.227
28,4402,196.079
29,5249,182.288
30,7297,216.959
31,8520,217.739
32,6184,227.6395
33,8290,226.9925
34,7271,209.098
35,11694,193.911
36,5189,195.214
37,9245,189.649
38,22156,221.5575
39,6594,201.0845
40,24920,181.672
41,14788,200.2305
42,9428,198.3145
43,18190,223.2785
44,8615,215.3625
45,7245,192.836
46,12682,204.3085
47,8349,211.7735
48,6172,197.543
49,9322,211.2355
50,7297,198.6045
