Generation,Best Fitness,Avg Fitness
1,6314,145.83
2,13649,286.46633333333335
3,14499,744.0366666666666
4,32332,738.284
5,14505,631.4593333333333
6,19033,745.2383333333333
7,39689,716.7266666666667
8,34430,1132.1603333333333
9,37408,1195.421
10,50347,1151.5823333333333
11,34589,1244.8416666666667
12,44900,1806.355
13,48185,1318.9473333333333
14,46246,1407.7266666666667
15,42868,1248.7106666666666
16,47995,1798.3523333333333
17,59214,2227.264
18,62590,1509.531
19,61516,1752.63
20,53345,1911.8353333333334
21,57191,1776.903
22,48240,1822.531
23,47251,1535.486
24,62861,1239.3986666666667
25,53215,1773.843
26,43946,1416.0816666666667
27,52578,1838.968
28,70104,1414.0286666666666
29,66870,1624.4736666666668
30,41872,1466.104
31,48197,1725.7886666666666
32,66868,1762.1616666666666
33,38530,1465.543
34,64644,1782.979
35,53142,1497.168
36,70224,1384.092
37,44945,1524.9506666666666
38,66972,1415.2023333333334
39,46093,1398.6166666666666
40,48226,1512.3433333333332
41,39708,1588.6673333333333
42,60549,2215.675
43,62969,1927.0146666666667
44,72427,1644.815
45,50220,1441.572
46,52481,1715.6143333333334
47,56297,1719.987
48,62735,2276.715
49,63746,2056.916
50,64706,1884.7096666666666
