Generation,Best Fitness,Avg Fitness
1,3095,125.23
2,2034,138.004
3,2097,177.406
4,2041,174.984
5,2119,201.342
6,4185,190.728
7,3174,178.968
8,8526,164.032
9,4241,206.864
10,3105,166.736
11,4196,201.856
12,6396,207.212
13,4151,202.78
14,24185,256.994
15,4293,235.88
16,10451,256.476
17,12557,254.05
18,3134,258.7
19,3267,259.924
20,5157,270.686
21,6139,255.144
22,6222,249.876
23,4142,261.482
24,6191,248.366
25,5204,245.872
26,3120,227.488
27,3124,243.596
28,6577,263.954
29,5177,221.26
30,9263,312.858
31,6412,293.24
32,4168,269.592
33,5283,295.944
34,6285,283.062
35,6276,296.274
36,7206,283.27
37,18640,391.772
38,9615,296.022
39,6134,280.828
40,10598,321.912
41,9306,349.454
42,7332,311.432
43,19953,340.524
44,4161,276.246
45,7335,275.602
46,17747,307.992
47,7423,302.932
48,8589,285.194
49,6255,298.504
50,11428,305.348
