Generation,Best Fitness,Avg Fitness
1,6112,143.9255
2,3156,150.326
3,6178,214.618
4,5247,232.9195
5,8344,234.586
6,8346,233.633
7,8321,157.8275
8,4193,142.59
9,3131,148.7315
10,4152,162.252
11,5240,147.1545
12,4250,213.63
13,8198,205.8385
14,13432,243.849
15,5444,231.29
16,15646,199.452
17,6524,260.307
18,9629,214.3575
19,9603,198.136
20,6287,222.6455
21,5291,161.126
22,10640,185.808
23,12566,231.525
24,9359,211.7055
25,4361,174.0555
26,9503,194.237
27,6376,208.969
28,7217,211.582
29,3053,197.739
30,4245,171.924
31,11423,224.1575
32,6443,258.2825
33,9429,226.591
34,4181,205.1695
35,10285,210.611
36,7256,197.1945
37,5308,226.904
38,9542,236.435
39,14662,238.797
40,9386,205.392
41,6280,207.999
42,9372,177.582
43,5272,193.5265
44,19816,166.284
45,4213,155.4395
46,21054,195.947
47,20594,170.679
48,10793,214.54
49,23036,200.3915
50,13770,225.203
