Generation,Best Fitness,Avg Fitness
1,4097,131.292
2,2067,131.73
3,4158,155.51
4,4085,118.848
5,5259,226.986
6,4161,181.946
7,2035,101.34
8,3054,144.702
9,4138,204.424
10,2090,163.816
11,3091,123.444
12,3060,146.656
13,3247,178.816
14,2129,191.372
15,3147,158.162
16,5123,234.12
17,3100,249.75
18,8381,265.196
19,3100,237.468
20,7352,286.032
21,3286,231.408
22,6355,219.372
23,4223,153.994
24,3178,175.154
25,5207,215.204
26,7394,226.708
27,4292,174.01
28,5386,234.946
29,2189,203.516
30,10362,195.812
31,4215,178.788
32,3210,140.418
33,9556,148.06
34,5220,170.428
35,3093,139.428
36,4169,136.594
37,15823,159.892
38,2234,181.418
39,2307,171.84
40,4215,207.49
41,6252,224.574
42,4095,209.944
43,5265,214.918
44,3128,126.402
45,6170,190.964
46,2273,166.632
47,4104,200.796
48,4070,183.68
49,2155,191.792
50,6136,251.276
