Generation,Best Fitness,Avg Fitness
1,5530,124.624
2,6251,163.363
3,10665,189.405
4,9516,182.191
5,9333,187.83
6,13516,202.513
7,5214,179.343
8,3188,191.462
9,5133,185.78
10,5206,195.0725
11,8151,214.631
12,11538,216.7235
13,10595,221.9995
14,14524,220.5425
15,8393,221.5465
16,9475,214.676
17,11513,204.2455
18,8294,204.942
19,12603,217.45
20,12437,214.157
21,12679,217.879
22,4260,225.1265
23,12591,202.888
24,5225,192.248
25,27228,220.574
26,6151,209.656
27,8303,203.095
28,14390,210.4885
29,8255,204.2915
30,6170,207.2145
31,11497,229.125
32,7291,229.998
33,7209,201.198
34,9447,218.9985
35,12706,220.118
36,27377,206.685
37,13743,221.685
38,9374,213.813
39,26130,226.1575
40,11273,207.996
41,8331,229.0045
42,8419,216.2555
43,13679,242.2105
44,15531,224.737
45,12615,225.8305
46,7261,231.8355
47,8282,237.3425
48,10533,223.894
49,5201,219.324
50,7317,213.1865
