Generation,Best Fitness,Avg Fitness
1,10585,130.70233333333334
2,7578,171.192
3,5416,189.36133333333333
4,8373,201.98266666666666
5,7235,203.53333333333333
6,12462,208.80633333333333
7,7473,218.607
8,11357,233.54433333333333
9,6152,237.424
10,9401,230.48966666666666
11,10466,242.64033333333333
12,12450,247.026
13,5297,221.86166666666668
14,10711,247.10133333333334
15,11463,256.5106666666667
16,14671,274.49133333333333
17,7262,259.599
18,10258,260.09233333333333
19,11406,274.78766666666667
20,8570,268.398
21,25582,278.74966666666666
22,16955,262.429
23,18099,277.00866666666667
24,11011,255.701
25,23190,297.9723333333333
26,12461,303.2513333333333
27,23291,315.818
28,19164,302.59366666666665
29,29207,289.721
30,9455,297.25866666666667
31,15015,310.3466666666667
32,12761,339.171
33,22337,316.6773333333333
34,22803,327.6016666666667
35,15507,335.00166666666667
36,20810,326.74266666666665
37,13685,329.519
38,22995,352.02633333333335
39,17529,368.0126666666667
40,22928,365.58366666666666
41,18823,367.78566666666666
42,13496,323.78066666666666
43,16409,375.18966666666665
44,21760,389.5636666666667
45,14547,389.783
46,17583,413.79066666666665
47,12494,372.343
48,18720,421.754
49,12516,368.6413333333333
50,17636,380.532
