Generation,Best Fitness,Avg Fitness
1,3123,145.8425
2,13818,256.6135
3,12792,280.03
4,13795,364.643
5,9487,379.3495
6,10018,330.262
7,17067,464.096
8,27487,596.868
9,27232,442.7925
10,25167,702.4695
11,32517,537.414
12,24231,515.214
13,17758,436.406
14,21123,435.1545
15,27775,405.126
16,30397,509.68
17,29592,494.8125
18,29196,570.1635
19,30769,730.3605
20,20035,561.6115
21,24919,576.504
22,20166,603.6255
23,32642,593.073
24,36065,581.887
25,21486,717.7565
26,25159,684.3095
27,33568,865.962
28,39124,678.672
29,32411,620.7875
30,40967,735.86
31,45700,848.7785
32,56317,674.12
33,28639,828.5755
34,27663,809.2075
35,35678,931.9505
36,48801,849.0
37,36770,731.733
38,36775,908.997
39,39781,710.1615
40,42163,807.845
41,29784,739.1585
42,47536,696.436
43,48283,979.2335
44,37787,938.9105
45,35773,899.879
46,32454,1092.9515
47,35082,1098.9825
48,42035,883.669
49,35975,986.4365
50,26523,854.0825
