Generation,Best Fitness,Avg Fitness
1,3352,134.2305
2,9350,166.704
3,4111,176.7045
4,5391,200.8565
5,6265,191.816
6,9371,200.1165
7,4181,198.4515
8,5224,214.8215
9,8278,218.642
10,8353,219.296
11,5236,222.638
12,5147,235.2455
13,10268,235.416
14,5319,247.1255
15,12398,267.9355
16,17942,242.724
17,16924,266.614
18,9293,255.8675
19,10421,263.688
20,10424,260.7675
21,12341,270.189
22,7289,252.045
23,18728,279.468
24,13466,290.7635
25,7319,259.8485
26,10389,284.9615
27,12354,275.53
28,11504,297.2205
29,11281,282.9405
30,10374,310.778
31,11424,310.84
32,26040,380.1615
33,14612,378.6945
34,10395,395.3185
35,13547,417.799
36,20806,475.574
37,31392,445.346
38,15771,417.387
39,12529,457.546
40,25368,458.246
41,18562,518.3615
42,13459,505.1465
43,14591,541.175
44,18283,479.6315
45,21195,520.9945
46,20043,600.831
47,19102,550.497
48,24921,553.8265
49,19889,574.6005
50,26056,545.238
51,18580,544.9125
52,26506,510.7015
53,22864,514.3475
54,21112,572.493
55,30086,523.561
56,11312,498.1995
57,20781,541.321
58,17721,505.7375
59,24999,557.0195
60,38441,552.0245
61,28378,579.545
62,22702,624.711
63,19711,603.666
64,33531,634.5
65,21806,608.0675
66,32108,637.1325
67,23947,609.9615
68,29009,653.048
69,42678,656.6865
70,30091,710.936
71,38833,651.2485
72,33125,747.637
73,43912,743.825
74,44761,732.57
75,21959,748.733
76,25304,716.625
77,31162,775.891
78,37736,839.635
79,17737,767.0355
80,27178,722.9345
81,34054,749.023
82,32422,712.0535
83,22028,736.623
84,37500,770.795
85,40807,787.8295
86,37868,846.1275
87,32620,840.0115
88,31342,869.2215
89,25890,862.8645
90,33402,885.164
91,23061,872.8115
92,36876,905.019
93,47373,875.5565
94,44811,869.7125
95,38649,843.6215
96,46989,908.812
97,42833,841.3095
98,26350,859.657
99,39287,984.874
100,45949,979.3355
