Generation,Best Fitness,Avg Fitness
1,5202,143.9715
2,4161,191.0455
3,6220,187.179
4,44225,191.663
5,11404,198.6045
6,11337,212.969
7,10571,198.011
8,9634,198.0435
9,16829,187.1105
10,6115,208.58
11,9268,209.925
12,11330,204.9105
13,9237,228.0025
14,8386,229.543
15,11483,241.469
16,13525,229.5135
17,16995,240.2225
18,12740,216.383
19,17917,239.263
20,21072,235.4575
21,29689,228.225
22,10367,212.968
23,9648,235.295
24,18711,233.8145
25,7318,213.396
26,6219,216.0055
27,8503,207.49
28,11888,229.536
29,5248,220.014
30,6208,202.013
31,13353,223.353
32,6297,226.9105
33,7316,225.872
34,6563,226.34
35,8310,205.966
36,6169,214.046
37,6315,206.0915
38,5262,216.519
39,5384,218.594
40,4200,205.423
41,14417,229.5365
42,4197,203.9045
43,7385,230.165
44,9358,218.023
45,13525,228.952
46,7296,221.7155
47,12535,239.4865
48,5214,231.5485
49,16473,251.0825
50,6219,218.2805
