Generation,Best Fitness,Avg Fitness
1,2059,136.008
2,3106,177.284
3,8237,221.118
4,2130,204.208
5,4105,202.04
6,5066,236.904
7,2239,202.274
8,3145,232.646
9,2272,209.724
10,3217,221.234
11,5158,227.48
12,4084,257.2
13,4226,253.474
14,5278,268.966
15,9315,271.664
16,5323,248.292
17,7280,246.722
18,5224,276.982
19,4236,264.14
20,8213,291.716
21,11426,343.548
22,8342,322.676
23,13518,311.09
24,15599,347.182
25,12738,344.578
26,13494,425.784
27,11315,430.018
28,7450,380.544
29,16624,431.672
30,11436,378.048
31,7274,385.108
32,15929,410.674
33,6349,411.686
34,10250,479.754
35,27390,497.25
36,9494,482.83
37,13624,456.98
38,14477,520.032
39,8339,355.41
40,17650,478.424
41,8660,482.66
42,11351,452.498
43,17041,564.158
44,25176,562.734
45,8383,413.84
46,14541,511.32
47,7294,416.058
48,17847,468.24
49,11410,461.184
50,7491,457.99
