Generation,Best Fitness,Avg Fitness
1,3060,135.962
2,3403,190.3665
3,10406,186.3975
4,4223,179.37
5,9809,197.7535
6,18956,233.628
7,27149,232.6015
8,4352,168.504
9,12668,155.595
10,5367,155.005
11,8236,145.985
12,7214,158.096
13,5080,178.3125
14,11483,154.292
15,7254,194.36
16,5329,203.9925
17,19978,265.7725
18,12586,256.0785
19,13930,287.9965
20,23216,213.993
21,13802,247.2565
22,8277,223.7385
23,10380,211.914
24,14741,258.7185
25,10527,207.309
26,26200,222.9975
27,6145,175.8485
28,7314,201.251
29,15741,324.0935
30,9558,240.5315
31,34919,273.789
32,5349,218.656
33,12484,211.879
34,18958,194.491
35,33752,261.4065
36,11685,274.266
37,11672,341.3005
38,11347,233.216
39,10611,288.715
40,17826,286.329
41,7326,273.968
42,8368,268.3145
43,14608,211.23
44,34555,281.797
45,18686,266.494
46,13805,381.35
47,19038,296.143
48,19590,308.324
49,15592,270.714
50,18788,365.536
