Generation,Best Fitness,Avg Fitness
1,2159,129.986
2,4191,179.274
3,6455,184.62
4,2115,164.326
5,2105,189.226
6,3221,148.488
7,3092,199.608
8,3203,187.404
9,7391,201.626
10,5244,203.332
11,3105,160.79
12,6346,198.008
13,2133,152.654
14,5263,196.392
15,3147,193.074
16,3133,210.578
17,5196,223.18
18,3042,213.35
19,4322,190.12
20,6197,195.948
21,3191,211.006
22,4076,190.908
23,3453,265.196
24,3179,223.414
25,3101,241.872
26,4182,253.476
27,4093,263.102
28,8336,234.976
29,4286,197.28
30,7322,286.26
31,6376,201.142
32,4187,164.342
33,3123,177.008
34,5107,170.308
35,5132,166.976
36,3098,150.628
37,3083,165.36
38,3072,187.664
39,3090,178.232
40,2085,139.284
41,3058,225.804
42,4305,260.498
43,4143,193.222
44,3129,266.668
45,3082,246.336
46,5129,216.372
47,13643,287.706
48,19656,305.812
49,16723,290.69
50,7354,345.65
