Generation,Best Fitness,Avg Fitness
1,2031,124.74
2,6189,252.85
3,7320,353.648
4,4307,475.336
5,6158,516.188
6,11299,386.874
7,16766,576.058
8,27877,472.696
9,8447,468.734
10,10513,457.256
11,8312,554.756
12,8248,418.798
13,9529,409.784
14,12682,421.382
15,14494,367.308
16,6476,335.61
17,14659,535.194
18,26853,364.078
19,10302,666.73
20,31586,710.062
21,26969,735.456
22,22834,774.576
23,22868,852.712
24,23846,726.274
25,21719,820.306
26,7257,641.704
27,22993,700.646
28,15603,786.51
29,26941,738.568
30,26240,927.096
31,26938,860.778
32,19875,991.406
33,23970,1014.588
34,14508,1040.72
35,23989,1020.848
36,29143,1490.48
37,34505,1208.58
38,34263,1288.046
39,25091,1149.186
40,18863,1192.12
41,37837,1099.408
42,22070,981.5
43,43247,1265.706
44,25103,1174.354
45,28174,1204.28
46,20873,1230.802
47,49253,1002.47
48,39262,974.136
49,32525,1229.204
50,15399,966.994
