Generation,Best Fitness,Avg Fitness
1,2050,131.806
2,2122,160.548
3,4294,174.512
4,4240,186.612
5,2162,191.348
6,6242,220.636
7,4306,202.4
8,7280,235.008
9,5219,239.152
10,5244,246.008
11,6300,287.226
12,13563,248.958
13,6182,241.914
14,10539,352.176
15,4207,269.36
16,5210,273.802
17,5308,279.608
18,5187,271.752
19,6331,321.254
20,9301,362.896
21,7292,350.006
22,7315,344.668
23,5373,264.778
24,3223,265.024
25,4065,307.71
26,7172,317.712
27,18865,423.496
28,22971,433.772
29,10415,436.048
30,6273,409.458
31,6420,430.8
32,11447,435.824
33,10677,458.144
34,5210,385.374
35,29083,462.816
36,10353,403.284
37,13321,450.856
38,8420,441.354
39,10377,384.866
40,8471,444.972
41,8333,458.362
42,13896,467.196
43,16741,499.74
44,5358,398.106
45,13678,427.018
46,18738,422.726
47,17790,561.198
48,42854,510.748
49,10410,421.262
50,12534,448.156
