Generation,Best Fitness,Avg Fitness
1,2060,124.874
2,3081,156.736
3,4235,191.446
4,6322,188.848
5,4113,196.23
6,4331,123.06
7,3124,194.35
8,3367,144.718
9,3160,131.486
10,3195,186.074
11,4175,159.36
12,2079,189.03
13,2054,131.046
14,2058,192.95
15,2057,170.982
16,3108,143.224
17,2051,163.18
18,5212,128.492
19,3062,120.62
20,2063,127.83
21,3095,126.672
22,4164,181.71
23,2375,174.208
24,2056,136.656
25,2049,117.384
26,4229,147.782
27,3085,128.426
28,4137,173.78
29,2035,140.3
30,2034,130.004
31,2061,149.736
32,2129,170.336
33,3106,173.224
34,2067,141.044
35,3073,111.664
36,2076,126.628
37,3061,157.986
38,3104,180.63
39,3142,199.646
40,4135,219.846
41,4163,199.032
42,4096,180.892
43,6251,186.282
44,3106,168.184
45,2043,143.998
46,2073,156.126
47,3193,162.058
48,3135,203.294
49,3129,204.778
50,4198,205.186
