Generation,Best Fitness,Avg Fitness
1,3066,130.2685
2,6292,159.622
3,4220,184.107
4,5177,192.999
5,7282,198.4965
6,5209,185.235
7,3351,189.3105
8,5282,195.307
9,4275,204.5435
10,7347,205.5595
11,13690,191.7975
12,20038,200.081
13,5283,197.811
14,8558,216.059
15,11554,227.272
16,8268,221.398
17,11634,191.996
18,6168,200.8135
19,5186,215.427
20,7216,227.267
21,5299,214.531
22,8674,218.215
23,17561,233.419
24,5169,221.7675
25,8284,202.717
26,21985,234.7945
27,5200,230.6335
28,6257,233.6695
29,9461,245.14
30,9346,229.2825
31,10430,216.265
32,6218,222.7615
33,4285,211.8155
34,10273,226.784
35,9410,218.877
36,13588,214.8815
37,5119,213.555
38,18682,215.8135
39,6498,233.952
40,5133,213.5435
41,8652,235.177
42,20603,235.209
43,12398,235.0735
44,6213,218.2935
45,10313,216.2835
46,8279,245.1395
47,6275,231.3915
48,5254,223.2815
49,5188,224.3595
50,9871,229.048
