Generation,Best Fitness,Avg Fitness
1,7224,135.8195
2,5213,180.732
3,4375,186.907
4,4254,191.3585
5,7196,192.955
6,5073,194.455
7,4101,191.3155
8,7303,227.3915
9,11577,213.401
10,15859,219.6515
11,9356,209.689
12,6290,224.3785
13,6277,236.52
14,7216,225.97
15,12606,249.6965
16,14530,253.284
17,17061,257.8
18,16589,245.834
19,8366,269.7615
20,9343,260.4625
21,8380,244.0085
22,17628,277.635
23,9408,249.112
24,5484,245.3585
25,5213,250.865
26,11779,242.1315
27,17606,261.756
28,7212,259.868
29,6310,255.846
30,12514,253.986
31,17501,280.5445
32,12393,271.219
33,20794,275.9665
34,7506,257.3255
35,6487,265.1395
36,8340,281.0935
37,11440,288.013
38,5147,249.559
39,27300,291.958
40,14548,279.357
41,25363,298.442
42,9320,259.0145
43,10280,266.116
44,12484,249.097
45,12391,305.8865
46,8292,277.842
47,10376,289.8165
48,7349,273.7715
49,9409,280.3475
50,12501,303.5235
