Generation,Best Fitness,Avg Fitness
1,4222,139.218
2,9490,432.943
3,11626,391.709
4,24902,428.151
5,34191,619.515
6,24132,569.9805
7,35501,660.6365
8,30364,715.1725
9,23978,775.3425
10,33323,624.6605
11,25956,636.863
12,34026,674.3175
13,25006,623.433
14,38600,708.449
15,29242,660.978
16,41062,634.632
17,16778,654.931
18,48330,798.833
19,35353,801.663
20,21885,830.84
21,22221,794.2835
22,25997,695.1885
23,44821,970.3845
24,17605,723.815
25,32315,699.189
26,52314,897.141
27,26326,806.154
28,30343,742.847
29,35475,642.287
30,28510,734.632
31,19059,578.461
32,21076,471.2465
33,28395,622.694
34,36526,614.491
35,39995,847.2515
36,43069,722.6175
37,50271,749.861
38,23329,596.9895
39,25200,559.933
40,37503,584.9385
41,26290,800.2395
42,32399,654.145
43,51000,795.683
44,35451,823.996
45,36498,1054.449
46,30355,980.7665
47,40730,845.645
48,34148,990.1015
49,24113,1076.0305
50,47183,1080.4045
