Generation,Best Fitness,Avg Fitness
1,2065,127.906
2,6162,172.848
3,2067,142.724
4,7199,253.898
5,4124,142.522
6,3051,129.16
7,3093,162.922
8,4194,138.314
9,4105,164.758
10,2047,109.902
11,3133,175.63
12,3183,192.744
13,3029,139.652
14,3035,142.098
15,2038,94.016
16,3044,89.502
17,2024,109.484
18,4244,106.558
19,2028,78.046
20,5221,191.546
21,8562,189.128
22,10572,201.62
23,22045,257.764
24,6275,207.788
25,3173,144.024
26,7517,166.23
27,4335,183.206
28,9364,271.734
29,2135,219.252
30,5495,194.912
31,5398,233.212
32,3086,158.446
33,2035,97.102
34,6327,185.938
35,7337,241.064
36,5285,237.566
37,3323,186.926
38,3144,173.702
39,3121,204.45
40,3101,199.698
41,2088,158.196
42,20981,225.45
43,3364,141.868
44,4201,212.752
45,4222,194.734
46,4140,158.818
47,2093,168.588
48,3091,200.58
49,2036,125.124
50,3049,158.006
