Generation,Best Fitness,Avg Fitness
1,4344,133.20566666666667
2,4280,169.84466666666665
3,4141,183.93966666666665
4,6364,182.01233333333334
5,4083,178.781
6,5295,209.16833333333332
7,5128,187.11366666666666
8,10326,193.99733333333333
9,6249,191.58033333333333
10,10595,188.896
11,4128,194.96966666666665
12,5429,190.009
13,8611,210.07266666666666
14,10222,203.41466666666668
15,9836,204.25333333333333
16,12548,215.82133333333334
17,11674,208.827
18,9302,217.003
19,7303,197.53366666666668
20,14438,220.656
21,10423,210.18333333333334
22,5261,207.637
23,17739,219.84633333333332
24,10376,219.818
25,9245,214.57966666666667
26,13885,207.54166666666666
27,25222,228.066
28,6403,211.663
29,7453,221.51466666666667
30,9313,211.53333333333333
31,7270,200.70333333333335
32,8717,210.674
33,19687,222.66866666666667
34,10395,221.92133333333334
35,16681,213.232
36,7494,215.25933333333333
37,11453,214.77833333333334
38,6329,203.18933333333334
39,10589,200.38266666666667
40,9296,222.627
41,13553,233.34566666666666
42,9413,215.803
43,10608,214.37
44,6616,215.025
45,9410,208.675
46,6127,211.40766666666667
47,8425,217.74566666666666
48,7292,209.28366666666668
49,7353,210.746
50,12561,202.76066666666668
