Generation,Best Fitness,Avg Fitness
1,3042,156.39
2,5177,169.75
3,4151,177.936
4,5321,200.252
5,3161,176.658
6,3036,180.732
7,8341,200.746
8,5264,183.206
9,4178,216.302
10,2092,161.924
11,4198,208.96
12,3163,216.938
13,2289,191.988
14,4072,214.574
15,6193,244.444
16,4477,213.298
17,4358,199.44
18,3309,221.55
19,15484,298.638
20,8280,267.68
21,4136,239.31
22,6454,224.676
23,4463,236.794
24,5243,243.01
25,4155,235.188
26,4120,221.646
27,6254,240.788
28,2139,204.808
29,4139,223.67
30,4089,212.584
31,6416,262.766
32,6222,204.7
33,4141,203.288
34,12540,273.046
35,5242,231.24
36,8218,228.204
37,15345,242.256
38,3243,209.576
39,6549,192.058
40,3182,216.964
41,15399,197.21
42,3291,204.838
43,2125,176.796
44,4477,233.448
45,7282,186.738
46,15605,236.374
47,7687,224.474
48,6595,172.138
49,3090,190.088
50,5583,215.332
