Generation,Food
1,4
2,5
3,4
4,24
5,9
6,10
7,11
8,18
9,6
10,5
11,8
12,9
13,6
14,8
15,13
16,16
17,8
18,7
19,20
20,19
21,17
22,7
23,13
24,30
25,14
26,20
27,11
28,12
29,16
30,10
31,15
32,13
33,9
34,7
35,9
36,13
37,34
38,14
39,16
40,8
41,10
42,16
43,17
44,14
45,27
46,13
47,12
48,29
49,14
50,11
51,11
52,16
53,9
54,13
55,27
56,17
57,27
58,25
59,23
60,15
61,20
62,24
63,19
64,15
65,38
66,15
67,31
68,19
69,27
70,21
71,19
72,19
73,36
74,21
75,27
76,21
77,33
78,20
79,11
80,24
81,36
82,38
83,41
84,21
85,32
86,13
87,26
88,19
89,30
90,44
91,26
92,32
93,25
94,34
95,33
96,20
97,20
98,21
99,29
100,30
