Generation,Food
1,4
2,6
3,4
4,5
5,9
6,4
7,8
8,16
9,5
10,9
11,7
12,13
13,9
14,29
15,8
16,11
17,14
18,16
19,19
20,27
21,9
22,12
23,15
24,22
25,10
26,18
27,10
28,34
29,16
30,18
31,15
32,12
33,21
34,17
35,26
36,12
37,20
38,18
39,12
40,12
41,19
42,21
43,15
44,13
45,11
46,7
47,14
48,13
49,31
50,14
51,9
52,11
53,18
54,16
55,12
56,16
57,29
58,14
59,18
60,25
61,24
62,31
63,41
64,14
65,22
66,18
67,10
68,10
69,18
70,28
71,21
72,21
73,34
74,21
75,22
76,20
77,24
78,24
79,28
80,31
81,28
82,21
83,48
84,36
85,22
86,17
87,22
88,33
89,40
90,22
91,22
92,36
93,24
94,18
95,24
96,21
97,26
98,32
99,34
100,32
